date,country,location,number,description,line
11/07/2015,Iraq,Ramadi,4,"strikes struck an ISIL tactical unit and destroyed an ISIL rocket propelled grenade position, an ISIL weapons cache, four ISIL vehicle borne improvised explosive devices, six ISIL heavy machine guns, 11 ISIL fighting positions, an ISIL tunnel, an ISIL tactical vehicle, an ISIL anti-tank weapon, two ISIL buildings, damaged one ISIL building, and denied ISIL access to terrain.","- Near Ramadi, four strikes struck an ISIL tactical unit and destroyed an ISIL rocket propelled grenade position, an ISIL weapons cache, four ISIL vehicle borne improvised explosive devices, six ISIL heavy machine guns, 11 ISIL fighting positions, an ISIL tunnel, an ISIL tactical vehicle, an ISIL anti-tank weapon, two ISIL buildings, damaged one ISIL building, and denied ISIL access to terrain."
11/07/2015,Iraq,Sinjar,6,"strikes struck two separate ISIL tactical units and destroyed six ISIL fighting positions, an ISIL heavy machine gun, an ISIL light machine gun, an ISIL weapons cache and suppressed two ISIL mortar positions.","- Near Sinjar, six strikes struck two separate ISIL tactical units and destroyed six ISIL fighting positions, an ISIL heavy machine gun, an ISIL light machine gun, an ISIL weapons cache and suppressed two ISIL mortar positions."
11/07/2015,Iraq,Sultan Abdallah,1,strike struck an ISIL tactical unit and destroyed an ISIL heavy machine gun and an ISIL fighting position.,"- Near Sultan Abdallah, one strike struck an ISIL tactical unit and destroyed an ISIL heavy machine gun and an ISIL fighting position."
11/07/2015,Iraq,Tal Afar,1,strike suppressed an ISIL mortar position.,"- Near Tal Afar, one strike suppressed an ISIL mortar position."
11/05/2015,Syria,Mar’a,1,strike struck an ISIL tactical unit and destroyed an ISIL fighting position.,"- Near Mar’a, one strike struck an ISIL tactical unit and destroyed an ISIL fighting position."
11/05/2015,Syria,Al Hasakah,1,strike produced inconclusive results.,"- Near Al Hasakah, one strike produced inconclusive results."
11/05/2015,Syria,Al Hawl,1,strike struck a large tactical unit and two ISIL buildings.,"- Near Al Hawl, one strike struck a large tactical unit and two ISIL buildings."
11/05/2015,Iraq,Al Huwayjah,1,strike struck an ISIL tactical unit.,"- Near Al Huwayjah, one strike struck an ISIL tactical unit."
11/05/2015,Iraq,Albu Hayat,1,"strike struck an ISIL tactical unit and destroyed an ISIL vehicle borne improvised explosive device (VBIED), an ISIL mortar position, an ISIL weapons         cache, an ISIL building, and an ISIL fighting position.","- Near Albu Hayat, one strike struck an ISIL tactical unit and destroyed an ISIL vehicle borne improvised explosive device (VBIED), an ISIL mortar position, an ISIL weapons         cache, an ISIL building, and an ISIL fighting position."
11/05/2015,Iraq,Bayji,1,strike struck an ISIL tactical unit and destroyed an ISIL vehicle.,"- Near Bayji, one strike struck an ISIL tactical unit and destroyed an ISIL vehicle."
11/05/2015,Iraq,Fallujah,1,strike struck a large ISIL tactical unit and destroyed two ISIL bunkers         and an ISIL fighting position.,"- Near Fallujah, one strike struck a large ISIL tactical unit and destroyed two ISIL bunkers         and an ISIL fighting position."
11/05/2015,Iraq,Mosul,2,strikes struck two separate ISIL tactical units and destroyed an ISIL         fighting position.,"- Near Mosul, two strikes struck two separate ISIL tactical units and destroyed an ISIL         fighting position."
11/05/2015,Iraq,Ramadi,3,"strikes struck a large ISIL tactical unit, and destroyed 18 ISIL         fighting positions, four ISIL heavy machine guns, an ISIL mortar position, an ISIL weapons cache, an ISIL motorcycle, two ISIL resupply warehouses, and damaged three ISIL buildings.","- Near Ramadi, three strikes struck a large ISIL tactical unit, and destroyed 18 ISIL         fighting positions, four ISIL heavy machine guns, an ISIL mortar position, an ISIL weapons cache, an ISIL motorcycle, two ISIL resupply warehouses, and damaged three ISIL buildings."
11/05/2015,Iraq,Sinjar,8,"strikes struck four separate ISIL tactical units and destroyed three ISIL weapons caches, two ISIL assembly areas, eight ISIL fighting positions, and six ISIL staging areas.","- Near Sinjar, eight strikes struck four separate ISIL tactical units and destroyed three ISIL weapons caches, two ISIL assembly areas, eight ISIL fighting positions, and six ISIL staging areas."
11/05/2015,Iraq,Sultan Abdallah,3,strikes struck an ISIL tactical unit and destroyed two ISIL fighting positions and an ISIL heavy machine gun.,"- Near Sultan Abdallah, three strikes struck an ISIL tactical unit and destroyed two ISIL fighting positions and an ISIL heavy machine gun."
11/03/2015,Syria,Al Hasakah,3,strikes struck three separate ISIL tactical units and destroyed six ISIL fighting positions.,"- Near Al Hasakah, three strikes struck three separate ISIL tactical units and destroyed six ISIL fighting positions."
11/03/2015,Syria,Mar’a,2,strikes struck two separate ISIL tactical units and destroyed an ISIL structure.,"- Near Mar’a, two strikes struck two separate ISIL tactical units and destroyed an ISIL structure."
11/03/2015,Syria,Dayr Az Zawr,2,"strikes struck an ISIL oil pump and destroyed two ISIL front end loaders, three ISIL cranes, and an ISIL pump truck.","- Near Dayr Az Zawr, two strikes struck an ISIL oil pump and destroyed two ISIL front end loaders, three ISIL cranes, and an ISIL pump truck."
11/03/2015,Iraq,Al Huwayjah,1,strike destroyed an ISIL fighting position.,"- Near Al Huwayjah, one strike destroyed an ISIL fighting position."
11/03/2015,Iraq,Albu Hayat,1,strike struck a large ISIL tactical unit.,"- Near Albu Hayat, one strike struck a large ISIL tactical unit."
11/03/2015,Iraq,Bayji,1,strike struck an ISIL tactical unit and destroyed an ISIL artillery piece.,"- Near Bayji, one strike struck an ISIL tactical unit and destroyed an ISIL artillery piece."
11/03/2015,Iraq,Habbaniyah,1,strike suppressed two ISIL fighting positions.,"- Near Habbaniyah, one strike suppressed two ISIL fighting positions."
11/03/2015,Iraq,Kisik,1,strike suppressed an ISIL rocket position.,"- Near Kisik, one strike suppressed an ISIL rocket position."
11/03/2015,Iraq,Mosul,3,"strikes struck an ISIL vehicle borne improvised explosive device (VBIED) facility, an ISIL IED facility, and an ISIL weapons cache.","- Near Mosul, three strikes struck an ISIL vehicle borne improvised explosive device (VBIED) facility, an ISIL IED facility, and an ISIL weapons cache."
11/03/2015,Iraq,Sinjar,4,"strikes struck three separate ISIL tactical units and destroyed three ISIL staging areas, two ISIL headquarters, two ISIL weapons caches, and one ISIL tunnel system.","- Near Sinjar, four strikes struck three separate ISIL tactical units and destroyed three ISIL staging areas, two ISIL headquarters, two ISIL weapons caches, and one ISIL tunnel system."
11/03/2015,Iraq,Ramadi,3,"strikes destroyed two ISIL buildings, two ISIL command and control nodes, an ISIL VBIED storage area, damaged an ISIL building, and denied ISIL access to terrain.","- Near Ramadi, three strikes destroyed two ISIL buildings, two ISIL command and control nodes, an ISIL VBIED storage area, damaged an ISIL building, and denied ISIL access to terrain."
11/02/2015,Syria,Al Hawl,1,strike destroyed an ISIL vehicle borne improvised explosive device (VBIED).,"- Near Al Hawl, one strike destroyed an ISIL vehicle borne improvised explosive device (VBIED)."
11/02/2015,Syria,Al Hasakah,2,"strikes struck two separate ISIL tactical units and destroyed five ISIL fighting positions, an ISIL rocket, two ISIL vehicles, and wounded an ISIL fighter.","- Near Al Hasakah, two strikes struck two separate ISIL tactical units and destroyed five ISIL fighting positions, an ISIL rocket, two ISIL vehicles, and wounded an ISIL fighter."
11/02/2015,Syria,Ar Raqqah,1,strike struck an ISIL tactical unit and destroyed an ISIL vehicle and wounded three ISIL fighters.,"- Near Ar Raqqah, one strike struck an ISIL tactical unit and destroyed an ISIL vehicle and wounded three ISIL fighters."
11/02/2015,Syria,Mar’a,6,"strikes struck five separate ISIL tactical units and destroyed three ISIL fighting positions, an ISIL ammo cache, an ISIL staging area, and three ISIL buildings.","- Near Mar’a, six strikes struck five separate ISIL tactical units and destroyed three ISIL fighting positions, an ISIL ammo cache, an ISIL staging area, and three ISIL buildings."
11/02/2015,Iraq,Bayji,1,strike struck an ISIL tactical unit and destroyed an ISIL fighting position.,"- Near Bayji, one strike struck an ISIL tactical unit and destroyed an ISIL fighting position."
11/02/2015,Iraq,Habbaniyah,1,strike destroyed an ISIL fighting position and an ISIL tactical vehicle.,"- Near Habbaniyah, one strike destroyed an ISIL fighting position and an ISIL tactical vehicle."
11/02/2015,Iraq,Kisik,1,strike struck an ISIL tactical unit and destroyed an ISIL fighting position.,"- Near Kisik, one strike struck an ISIL tactical unit and destroyed an ISIL fighting position."
11/02/2015,Iraq,Makhmur,1,strike destroyed an ISIL fighting position.,"- Near Makhmur, one strike destroyed an ISIL fighting position."
11/02/2015,Iraq,Mosul,3,"strikes struck two separate ISIL tactical units and destroyed two ISIL heavy machine guns, three ISIL fighting positions, and suppressed an ISIL mortar position.","- Near Mosul, three strikes struck two separate ISIL tactical units and destroyed two ISIL heavy machine guns, three ISIL fighting positions, and suppressed an ISIL mortar position."
11/02/2015,Iraq,Ramadi,4,"strikes struck an ISIL tactical unit, and destroyed two ISIL tactical vehicles, an ISIL VBIED, two ISIL command and control nodes, four ISIL buildings, two ISIL fighting positions, and denied ISIL access to terrain.","- Near Ramadi, four strikes struck an ISIL tactical unit, and destroyed two ISIL tactical vehicles, an ISIL VBIED, two ISIL command and control nodes, four ISIL buildings, two ISIL fighting positions, and denied ISIL access to terrain."
11/02/2015,Iraq,Sinjar,5,"strikes struck three separate ISIL tactical units and destroyed three ISIL vehicles, an ISIL mortar system, an ISIL weapons cache, and two ISIL fighting positions.","- Near Sinjar, five strikes struck three separate ISIL tactical units and destroyed three ISIL vehicles, an ISIL mortar system, an ISIL weapons cache, and two ISIL fighting positions."
11/02/2015,Iraq,Tal Afar,1,strike destroyed an ISIL vehicle and an ISIL fighting position.,"- Near Tal Afar, one strike destroyed an ISIL vehicle and an ISIL fighting position."
11/01/2015,Syria,Al Hawl,3,strikes struck three separate ISIL tactical units and destroyed two ISIL vehicles and wounded an ISIL fighter.,"- Near Al Hawl, three strikes struck three separate ISIL tactical units and destroyed two ISIL vehicles and wounded an ISIL fighter."
11/01/2015,Syria,Mar'a,6,"strikes struck four separate ISIL tactical units and destroyed seven ISIL fighting positions, an ISIL mortar system, an ISIL vehicle borne improvised explosive device (VBIED), and wounded two ISIL fighters.","- Near Mar'a, six strikes struck four separate ISIL tactical units and destroyed seven ISIL fighting positions, an ISIL mortar system, an ISIL vehicle borne improvised explosive device (VBIED), and wounded two ISIL fighters."
11/01/2015,Iraq,Al Huwayjah,1,strike struck an ISIL tactical unit and destroyed an ISIL checkpoint.,"- Near Al Huwayjah, one strike struck an ISIL tactical unit and destroyed an ISIL checkpoint."
11/01/2015,Iraq,Bayji,1,strike struck an ISIL tactical unit and destroyed an ISIL vehicle.,"- Near Bayji, one strike struck an ISIL tactical unit and destroyed an ISIL vehicle."
11/01/2015,Iraq,Mosul,2,strikes struck an ISIL tactical unit and destroyed two ISIL fighting positions and two ISIL artillery pieces.,"- Near Mosul, two strikes struck an ISIL tactical unit and destroyed two ISIL fighting positions and two ISIL artillery pieces."
11/01/2015,Iraq,Ramadi,3,"strikes struck two separate tactical units and destroyed two ISIL rocket rails, an ISIL trench, 10 ISIL fighting positions, eight ISIL buildings, suppressed an ISIL fighting position, and denied ISIL access to terrain.","- Near Ramadi, three strikes struck two separate tactical units and destroyed two ISIL rocket rails, an ISIL trench, 10 ISIL fighting positions, eight ISIL buildings, suppressed an ISIL fighting position, and denied ISIL access to terrain."
11/01/2015,Iraq,Sinjar,7,"strikes struck six separate ISIL tactical units and destroyed six ISIL fighting positions, two ISIL vehicles, an ISIL VBIED, an ISIL homemade explosives cache, an ISIL assembly area, wounded an ISIL fighter and suppressed an ISIL mortar position.","- Near Sinjar, seven strikes struck six separate ISIL tactical units and destroyed six ISIL fighting positions, two ISIL vehicles, an ISIL VBIED, an ISIL homemade explosives cache, an ISIL assembly area, wounded an ISIL fighter and suppressed an ISIL mortar position."
11/01/2015,Iraq,Sultan Abdallah,1,strike destroyed an ISIL excavator.,"- Near Sultan Abdallah, one strike destroyed an ISIL excavator."
11/01/2015,Iraq,Tal Afar,1,strike destroyed an ISIL vehicle.,"- Near Tal Afar, one strike destroyed an ISIL vehicle."
10/31/2015,Syria,Al Hawl,2,strikes struck two separate ISIL tactical units and destroyed an ISIL fighting position and an ISIL fighting complex.,"- Near Al Hawl, two strikes struck two separate ISIL tactical units and destroyed an ISIL fighting position and an ISIL fighting complex."
10/31/2015,Syria,Ar Raqqah,1,strike struck an ISIL headquarters building.,"- Near Ar Raqqah, one strike struck an ISIL headquarters building."
